Make,ID,Year,ModelYear,Height,Length,Width,Driveline,EngineType,Transmission,Hybrid,ForwardGears,Citympg,FuelType,Highwaympg,Classification,Horsepower,Torque
BMW,2010 BMW M6 Convertible MT,2010,2010 BMW M6 Convertible,96,7,62,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,6 Speed Manual,TRUE,6,11,Gasoline,17,Manual transmission,500,383
BMW,2010 BMW M6 Coup MT,2010,2010 BMW M6 Coup,91,7,62,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,6 Speed Manual,TRUE,6,11,Gasoline,17,Manual transmission,500,383
BMW,2010 BMW X3 xDrive30i SUV AT,2010,2010 BMW X3,140,217,62,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,17,Gasoline,24,Automatic transmission,260,225
BMW,2010 BMW X3 xDrive30i SUV,2010,2010 BMW X3,140,217,62,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,6 Speed Manual,TRUE,6,17,Gasoline,24,Manual transmission,260,225
Toyota,2012 Toyota Camry L,2012,2012 Toyota Camry,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,25,Gasoline,35,Automatic transmission,178,170
Toyota,2012 Toyota Camry LE,2012,2012 Toyota Camry,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,25,Gasoline,35,Automatic transmission,178,170
Toyota,2012 Toyota Camry SE,2012,2012 Toyota Camry,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,25,Gasoline,35,Automatic transmission,178,170
Toyota,2012 Toyota Camry SE V6,2012,2012 Toyota Camry,190,197,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,30,Automatic transmission,268,248
Toyota,2012 Toyota Camry XLE,2012,2012 Toyota Camry,190,197,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,25,Gasoline,35,Automatic transmission,178,170
Toyota,2012 Toyota Camry XLE V6,2012,2012 Toyota Camry,190,197,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,30,Automatic transmission,268,248
BMW,2011 BMW X3 xDrive28i SUV,2011,2011 BMW X3,125,40,90,All-wheel drive,BMW 3.0L 6 cylinder 240hp 221 ft-lbS,8 Speed Automatic Select Shift,TRUE,8,19,Gasoline,25,Automatic transmission,240,221
BMW,2011 BMW X3 xDrive35i SUV,2011,2011 BMW X3,125,40,90,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,TRUE,8,19,Gasoline,26,Automatic transmission,300,300
Toyota,2012 Toyota FJ Cruiser,2012,2012 Toyota FJ Cruiser,19,63,113,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,TRUE,5,17,Gasoline,20,Automatic transmission,260,271
Toyota,2012 Toyota FJ Cruiser  4x4,2012,2012 Toyota FJ Cruiser,36,63,113,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,6 Speed Manual,TRUE,6,15,Gasoline,18,Manual transmission,260,271
Toyota,2012 Toyota FJ Cruiser  4x4 AT,2012,2012 Toyota FJ Cruiser,36,63,113,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,TRUE,5,17,Gasoline,20,Automatic transmission,260,271
Chevrolet,2012 Chevrolet Sonic Hatchback 1LS,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,TRUE,5,26,Gasoline,35,Manual transmission,138,125
Chevrolet,2012 Chevrolet Sonic Hatchback 2LS,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,TRUE,6,25,Gasoline,35,Automatic transmission,138,125
Chevrolet,2012 Chevrolet Sonic Hatchback 1LT,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,TRUE,5,26,Gasoline,35,Manual transmission,138,125
Chevrolet,2012 Chevrolet Sonic Hatchback 1LT Turbo,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,TRUE,6,29,Gasoline,40,Manual transmission,138,148
Chevrolet,2012 Chevrolet Sonic Hatchback 2LT,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,TRUE,6,25,Gasoline,35,Automatic transmission,138,125
Chevrolet,2012 Chevrolet Sonic Hatchback 1LTZ,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,5 Speed Manual,TRUE,5,26,Gasoline,35,Manual transmission,138,125
Chevrolet,2012 Chevrolet Sonic Hatchback 1LTZ Turbo,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6 Speed Manual,TRUE,6,29,Gasoline,40,Manual transmission,138,148
Chevrolet,2012 Chevrolet Sonic Hatchback 2LTZ,2012,2012 Chevrolet Sonic Hatchback,236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,6 Speed Automatic,TRUE,6,25,Gasoline,35,Automatic transmission,138,125
BMW,2010 BMW X5 xDrive30i SUV,2010,2010 BMW X5,229,245,140,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,15,Gasoline,21,Automatic transmission,260,225
BMW,2010 BMW X5 xDrive35d SUV,2010,2010 BMW X5,229,245,140,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,19,Diesel fuel,26,Automatic transmission,265,425
BMW,2010 BMW X5 xDrive48i SUV,2010,2010 BMW X5,229,245,140,All-wheel drive,BMW 4.8L 8 cylinder 350hp 350 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,14,Gasoline,19,Automatic transmission,350,350
Chevrolet,2011 Chevrolet Suburban Half-Ton LS,2011,2011 Chevrolet Suburban Half-Ton,158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
Chevrolet,2011 Chevrolet Suburban Half-Ton LS 4WD,2011,2011 Chevrolet Suburban Half-Ton,158,16,217,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,11,E85,16,Automatic transmission,320,335
Chevrolet,2011 Chevrolet Suburban Half-Ton LT,2011,2011 Chevrolet Suburban Half-Ton,158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,11,E85,16,Automatic transmission,320,335
Chevrolet,2011 Chevrolet Suburban Half-Ton LT 4WD,2011,2011 Chevrolet Suburban Half-Ton,158,16,217,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
Chevrolet,2011 Chevrolet Suburban Half-Ton LTZ,2011,2011 Chevrolet Suburban Half-Ton,158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
Chevrolet,2011 Chevrolet Suburban Half-Ton LTZ 4WD,2011,2011 Chevrolet Suburban Half-Ton,158,16,217,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
BMW,2011 BMW X5 xDrive35d SUV,2011,2011 BMW X5,239,245,140,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,19,Gasoline,26,Automatic transmission,265,425
BMW,2011 BMW X5 xDrive50i SUV,2011,2011 BMW X5,239,245,140,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,8 Speed Automatic Select Shift,TRUE,8,14,Gasoline,20,Automatic transmission,400,450
BMW,2011 BMW X5 xDrive35i Premium SUV,2011,2011 BMW X5,239,245,140,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,TRUE,8,16,Gasoline,23,Automatic transmission,300,300
BMW,2011 BMW X5 xDrive35i Sport Activity SUV,2011,2011 BMW X5,239,245,140,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,TRUE,8,16,Gasoline,23,Automatic transmission,300,300
BMW,2011 BMW X5 xDrive35i SUV,2011,2011 BMW X5,239,245,140,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,8 Speed Automatic Select Shift,TRUE,8,16,Gasoline,23,Automatic transmission,300,300
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton LS,2011,2011 Chevrolet Suburban Three-Quarter-Ton,158,16,217,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,10,Gasoline,16,Automatic transmission,352,382
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,2011,2011 Chevrolet Suburban Three-Quarter-Ton,158,16,217,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,10,Gasoline,15,Automatic transmission,352,382
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton LT,2011,2011 Chevrolet Suburban Three-Quarter-Ton,158,16,217,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,10,Gasoline,16,Automatic transmission,352,382
Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,2011,2011 Chevrolet Suburban Three-Quarter-Ton,158,16,217,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,10,Gasoline,15,Automatic transmission,352,382
Chevrolet,2010 Chevrolet Suburban LS 1500,2010,2010 Chevrolet Suburban,158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
Chevrolet,2010 Chevrolet Suburban LT 1500,2010,2010 Chevrolet Suburban,158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
Chevrolet,2010 Chevrolet Suburban LTZ 1500,2010,2010 Chevrolet Suburban,158,16,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,6 Speed Automatic,TRUE,6,15,Gasoline,21,Automatic transmission,320,335
GMC,2010 GMC Canyon SLE 2WD,2010,2010 GMC Canyon,127,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,TRUE,5,18,Gasoline,25,Manual transmission,185,190
GMC,2010 GMC Canyon SLE 2WD AT,2010,2010 GMC Canyon,127,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,18,Gasoline,25,Automatic transmission,185,190
GMC,2010 GMC Canyon SLE 4WD,2010,2010 GMC Canyon,181,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,TRUE,5,18,Gasoline,24,Manual transmission,185,190
GMC,2010 GMC Canyon SLE 4WD AT,2010,2010 GMC Canyon,181,22,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,185,190
GMC,2010 GMC Canyon SLE 2WD 3.7L,2010,2010 GMC Canyon,127,22,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon SLE 4WD 3.7L,2010,2010 GMC Canyon,181,22,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Extended Cab WT 2WD,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,TRUE,5,18,Gasoline,25,Manual transmission,185,190
GMC,2010 GMC Canyon Extended Cab WT 2WD AT,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,18,Gasoline,25,Automatic transmission,185,190
GMC,2010 GMC Canyon Extended Cab WT 4WD,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,TRUE,5,18,Gasoline,24,Manual transmission,185,190
GMC,2010 GMC Canyon Extended Cab WT 4WD AT,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,185,190
GMC,2010 GMC Canyon Extended Cab WT 2WD 3.7L,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Extended Cab WT 4WD 3.7L,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
Subaru,2011 Subaru Impreza Hatchback Outback Sport AT,2011,2011 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,TRUE,4,20,Gasoline,26,Automatic transmission,170,170
Subaru,2011 Subaru Impreza Hatchback Outback Sport,2011,2011 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,TRUE,5,20,Gasoline,27,Manual transmission,170,170
Subaru,2011 Subaru Impreza Hatchback WRX STI,2011,2011 Subaru Impreza WRX Hatchback,195,62,3,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,6 Speed Manual,TRUE,6,17,Gasoline,23,Manual transmission,305,290
Subaru,2011 Subaru Impreza Hatchback 2.5i,2011,2011 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,TRUE,5,20,Gasoline,27,Manual transmission,170,170
Subaru,2011 Subaru Impreza Hatchback 2.5i AT,2011,2011 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,TRUE,4,20,Gasoline,26,Automatic transmission,170,170
Subaru,2011 Subaru Impreza WRX Hatchback,2011,2011 Subaru Impreza WRX Hatchback,195,62,3,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,5 Speed Manual,TRUE,5,19,Gasoline,25,Manual transmission,265,244
GMC,2010 GMC Canyon Extended Cab SLE 2WD,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,TRUE,5,18,Gasoline,25,Manual transmission,185,190
GMC,2010 GMC Canyon Extended Cab SLE 2WD AT,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,18,Gasoline,25,Automatic transmission,185,190
GMC,2010 GMC Canyon Extended Cab SLE 4WD,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,5 Speed Manual,TRUE,5,18,Gasoline,24,Manual transmission,185,190
GMC,2010 GMC Canyon Extended Cab SLE 4WD AT,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,185,190
GMC,2010 GMC Canyon Extended Cab SLE 2WD 3.7L,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Extended Cab SLE 2WD V8,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,15,Gasoline,20,Automatic transmission,300,320
GMC,2010 GMC Canyon Extended Cab SLE 4WD  3.7L,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Extended Cab SLE 4WD  V8,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,14,Gasoline,19,Automatic transmission,300,320
Subaru,2010 Subaru Impreza Hatchback 2.5GT,2010,2010 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,4 Speed Automatic Select Shift,TRUE,4,19,Gasoline,24,Automatic transmission,224,226
Subaru,2010 Subaru Impreza Hatchback Outback Sport AT,2010,2010 Subaru Impreza Hatchback,200,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,TRUE,4,20,Gasoline,26,Automatic transmission,170,170
Subaru,2010 Subaru Impreza WRX STI Hatchback,2010,2010 Subaru Impreza WRX Hatchback,195,62,3,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,6 Speed Manual,TRUE,6,17,Gasoline,23,Manual transmission,305,290
Subaru,2010 Subaru Impreza Hatchback 2.5i AT,2010,2010 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,4 Speed Automatic Select Shift,TRUE,4,20,Gasoline,26,Automatic transmission,170,170
Subaru,2010 Subaru Impreza Hatchback Outback Sport,2010,2010 Subaru Impreza Hatchback,200,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,TRUE,5,20,Gasoline,27,Manual transmission,170,170
Subaru,2010 Subaru Impreza Hatchback 2.5i,2010,2010 Subaru Impreza Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,5 Speed Manual,TRUE,5,20,Gasoline,27,Manual transmission,170,170
Subaru,2010 Subaru Impreza WRX STI Special Edition Hatchback,2010,2010 Subaru Impreza WRX Hatchback,195,62,3,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,6 Speed Manual,TRUE,6,17,Gasoline,23,Manual transmission,305,290
Subaru,2010 Subaru Impreza WRX Hatchback,2010,2010 Subaru Impreza WRX Hatchback,195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,5 Speed Manual,TRUE,5,18,Gasoline,25,Manual transmission,265,244
GMC,2010 GMC Canyon Extended Cab SLT 2WD,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Extended Cab SLT 4WD,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Extended Cab SLT 2WD V8,2010,2010 GMC Canyon,127,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,15,Gasoline,20,Automatic transmission,300,320
GMC,2010 GMC Canyon Extended Cab SLT 4WD V8,2010,2010 GMC Canyon,181,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,14,Gasoline,19,Automatic transmission,300,320
GMC,2010 GMC Canyon Crew Cab SLE 2WD,2010,2010 GMC Canyon,120,140,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,4 Speed Automatic,TRUE,4,18,Gasoline,25,Automatic transmission,185,190
GMC,2010 GMC Canyon Crew Cab SLE 2WD 3.7L,2010,2010 GMC Canyon,120,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Crew Cab SLE 2WD V8,2010,2010 GMC Canyon,120,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,15,Gasoline,20,Automatic transmission,300,320
GMC,2010 GMC Canyon Crew Cab SLE 4WD,2010,2010 GMC Canyon,188,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,16,Gasoline,21,Automatic transmission,242,242
GMC,2010 GMC Canyon Crew Cab SLE 4WD V8,2010,2010 GMC Canyon,188,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,14,Gasoline,19,Automatic transmission,300,320
GMC,2010 GMC Canyon Crew Cab SLT 2WD,2010,2010 GMC Canyon,120,140,181,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,17,Gasoline,23,Automatic transmission,242,242
GMC,2010 GMC Canyon Crew Cab SLT 4WD,2010,2010 GMC Canyon,188,140,206,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,4 Speed Automatic,TRUE,4,16,Gasoline,21,Automatic transmission,242,242
GMC,2010 GMC Canyon Crew Cab SLT 2WD V8,2010,2010 GMC Canyon,120,140,181,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,15,Gasoline,20,Automatic transmission,300,320
GMC,2010 GMC Canyon Crew Cab SLT 4WD V8,2010,2010 GMC Canyon,188,140,206,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,4 Speed Automatic,TRUE,4,14,Gasoline,19,Automatic transmission,300,320
Dodge,2011 Dodge Ram 1500 ST Regular Cab 4x2,2011,2011 Dodge Ram 1500,102,188,224,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,4 Speed Automatic,TRUE,4,14,Gasoline,20,Automatic transmission,215,235
Dodge,2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,2011,2011 Dodge Ram 1500,102,188,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,5 Speed Automatic,TRUE,5,9,E85,13,Automatic transmission,310,330
Dodge,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,2011,2011 Dodge Ram 1500,102,188,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,5 Speed Automatic,TRUE,5,14,Gasoline,20,Automatic transmission,390,407
