Make,ID,Year,ModelYear,Height,Length,Width,Driveline,EngineType,Transmission,Hybrid,ForwardGears,Citympg,FuelType,Highwaympg,Classification,Horsepower,Torque
Hyundai,2012 Hyundai Tucson GLS,2012,2012 Hyundai Tucson,148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,32,Automatic transmission,176,168
Hyundai,2012 Hyundai Tucson Limited AWD,2012,2012 Hyundai Tucson,120,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,170,163
Hyundai,2012 Hyundai Tucson Limited,2012,2012 Hyundai Tucson,120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,32,Automatic transmission,176,168
Hyundai,2012 Hyundai Tucson Limited PZEV AWD,2012,2012 Hyundai Tucson,120,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,170,163
Hyundai,2012 Hyundai Tucson Limited PZEV,2012,2012 Hyundai Tucson,120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,32,Automatic transmission,170,163
Hyundai,2012 Hyundai Tucson GL,2012,2012 Hyundai Tucson,120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,5 Speed Manual,TRUE,5,20,Gasoline,27,Manual transmission,165,146
Hyundai,2012 Hyundai Tucson GLS AWD,2012,2012 Hyundai Tucson,148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,176,168
Hyundai,2012 Hyundai Tucson GLS PZEV,2012,2012 Hyundai Tucson,148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,32,Automatic transmission,170,163
Hyundai,2012 Hyundai Tucson GLS PZEV AWD,2012,2012 Hyundai Tucson,148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,170,163
Mazda,2011 Mazda CX-7 i SV,2011,2011 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,20,Gasoline,28,Automatic transmission,161,161
Mazda,2011 Mazda CX-7 i Sport,2011,2011 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,20,Gasoline,28,Automatic transmission,161,161
Mazda,2011 Mazda CX-7 s Touring,2011,2011 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,18,Gasoline,24,Automatic transmission,244,258
Mazda,2011 Mazda CX-7 s Touring AWD,2011,2011 Mazda CX-7,109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,17,Gasoline,21,Automatic transmission,244,258
Mazda,2011 Mazda CX-7 i Touring,2011,2011 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,20,Gasoline,28,Automatic transmission,161,161
Mazda,2011 Mazda CX-7 s Grand Touring,2011,2011 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,18,Gasoline,24,Automatic transmission,244,258
Mazda,2011 Mazda CX-7 s Grand Touring AWD,2011,2011 Mazda CX-7,109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,17,Gasoline,21,Automatic transmission,244,258
Ford,2012 Ford Flex SE,2012,2012 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2012 Ford Flex SEL,2012,2012 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2012 Ford Flex SEL AWD,2012,2012 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,16,Gasoline,23,Automatic transmission,262,248
Ford,2012 Ford Flex Limited,2012,2012 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2012 Ford Flex Limited AWD,2012,2012 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,16,Gasoline,23,Automatic transmission,262,248
Ford,2012 Ford Flex Limited AWD Turbo,2012,2012 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,16,Gasoline,22,Automatic transmission,355,350
Ford,2012 Ford Flex Titanium,2012,2012 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2012 Ford Flex Titanium AWD,2012,2012 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,16,Gasoline,23,Automatic transmission,262,248
Ford,2012 Ford Flex Titanium AWD Turbo,2012,2012 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,16,Gasoline,22,Automatic transmission,355,350
Honda,2010 Honda Fit,2010,2010 Honda Fit,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,5 Speed Manual,TRUE,5,27,Gasoline,33,Manual transmission,117,106
Honda,2010 Honda Fit AT,2010,2010 Honda Fit,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,5 Speed Automatic,TRUE,5,28,Gasoline,35,Automatic transmission,117,106
Honda,2010 Honda Fit Sport,2010,2010 Honda Fit,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,5 Speed Manual,TRUE,5,27,Gasoline,33,Manual transmission,117,106
Honda,2010 Honda Fit Sport AT,2010,2010 Honda Fit,244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,5 Speed Automatic,TRUE,5,27,Gasoline,33,Automatic transmission,117,106
Ford,2011 Ford Flex SE,2011,2011 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2011 Ford Flex SEL,2011,2011 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2011 Ford Flex SEL AWD,2011,2011 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,16,Gasoline,22,Automatic transmission,262,248
Ford,2011 Ford Flex SEL AWD Turbo,2011,2011 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic,TRUE,6,16,Gasoline,22,Automatic transmission,355,350
Ford,2011 Ford Flex Limited,2011,2011 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2011 Ford Flex Limited AWD,2011,2011 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,16,Gasoline,22,Automatic transmission,262,248
Ford,2011 Ford Flex Limited AWD Turbo,2011,2011 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic,TRUE,6,16,Gasoline,22,Automatic transmission,355,350
Ford,2011 Ford Flex Titanium,2011,2011 Ford Flex,191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,17,Gasoline,24,Automatic transmission,262,248
Ford,2011 Ford Flex Titanium AWD,2011,2011 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,6 Speed Automatic,TRUE,6,16,Gasoline,22,Automatic transmission,262,248
Ford,2011 Ford Flex Titanium AWD Turbo,2011,2011 Ford Flex,191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,6 Speed Automatic,TRUE,6,16,Gasoline,22,Automatic transmission,355,350
Mazda,2010 Mazda CX-7 i SV,2010,2010 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,20,Gasoline,28,Automatic transmission,161,161
Mazda,2010 Mazda CX-7 i Sport,2010,2010 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,20,Gasoline,28,Automatic transmission,161,161
Mazda,2010 Mazda CX-7 s Touring,2010,2010 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,18,Gasoline,25,Automatic transmission,244,258
Mazda,2010 Mazda CX-7 s Touring AWD,2010,2010 Mazda CX-7,109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,17,Gasoline,23,Automatic transmission,244,258
Mazda,2010 Mazda CX-7 s Grand Touring,2010,2010 Mazda CX-7,109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,18,Gasoline,25,Automatic transmission,244,258
Mazda,2010 Mazda CX-7 s Grand Touring AWD,2010,2010 Mazda CX-7,109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,17,Gasoline,23,Automatic transmission,244,258
Hyundai,2011 Hyundai Tucson GL AT,2011,2011 Hyundai Tucson,120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,23,Gasoline,31,Automatic transmission,165,146
Hyundai,2011 Hyundai Tucson GLS,2011,2011 Hyundai Tucson,148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,31,Automatic transmission,176,168
Hyundai,2011 Hyundai Tucson Limited PZEV,2011,2011 Hyundai Tucson,148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,31,Automatic transmission,170,163
Hyundai,2011 Hyundai Tucson Limited AWD,2011,2011 Hyundai Tucson,148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,176,168
Hyundai,2011 Hyundai Tucson Limited PZEV AWD,2011,2011 Hyundai Tucson,148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,170,163
Hyundai,2011 Hyundai Tucson GLS AWD,2011,2011 Hyundai Tucson,148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,176,168
Hyundai,2011 Hyundai Tucson GLS PZEV,2011,2011 Hyundai Tucson,148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,31,Automatic transmission,170,163
Hyundai,2011 Hyundai Tucson GL,2011,2011 Hyundai Tucson,120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,5 Speed Manual,TRUE,5,20,Gasoline,27,Manual transmission,165,146
Hyundai,2011 Hyundai Tucson GLS PZEV AWD,2011,2011 Hyundai Tucson,148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,28,Automatic transmission,170,163
