Make,ID,Year,ModelYear,Height,Length,Width,Driveline,EngineType,Transmission,Hybrid,ForwardGears,Citympg,FuelType,Highwaympg,Classification,Horsepower,Torque
Infiniti,2012 Infiniti G37 Convertible,2012,2012 Infiniti G37 Convertible,117,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,17,Gasoline,25,Automatic transmission,325,267
Infiniti,2012 Infiniti G37 Convertible Sport 6MT,2012,2012 Infiniti G37 Convertible,119,65,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,6 Speed Manual,TRUE,6,16,Gasoline,24,Manual transmission,325,267
Infiniti,2012 Infiniti IPL G Coupe,2012,2012 Infiniti IPL G Coupe,114,93,31,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,19,Gasoline,27,Automatic transmission,348,276
Infiniti,2012 Infiniti IPL G Coupe 6MT,2012,2012 Infiniti IPL G Coupe,114,93,31,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,6 Speed Manual,TRUE,6,17,Gasoline,25,Manual transmission,348,276
Lexus,2012 Lexus LFA,2012,2012 Lexus LFA,195,153,102,Rear-wheel drive,Lexus 4.8L 552 hp 354 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,11,Gasoline,16,Automatic transmission,552,354
Infiniti,2012 Infiniti EX35,2012,2012 Infiniti EX,36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,17,Gasoline,24,Automatic transmission,297,253
Infiniti,2012 Infiniti EX35 AWD,2012,2012 Infiniti EX,36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,17,Gasoline,24,Automatic transmission,297,253
Infiniti,2012 Infiniti EX35 Journey,2012,2012 Infiniti EX,36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,17,Gasoline,24,Automatic transmission,297,253
Infiniti,2012 Infiniti EX35 Journey AWD,2012,2012 Infiniti EX,36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,17,Gasoline,24,Automatic transmission,297,253
Infiniti,2012 Infiniti FX35,2012,2012 Infiniti FX,142,251,135,Rear-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,16,Gasoline,23,Automatic transmission,303,262
Infiniti,2012 Infiniti FX35 AWD,2012,2012 Infiniti FX,142,251,135,All-wheel drive,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,16,Gasoline,21,Automatic transmission,303,262
Infiniti,2012 Infiniti FX50 AWD,2012,2012 Infiniti FX,142,251,135,All-wheel drive,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,14,Gasoline,20,Automatic transmission,390,369
Infiniti,2012 Infiniti QX56 2WD,2012,2012 Infiniti QX56,133,170,237,Rear-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,14,Gasoline,20,Automatic transmission,400,413
Infiniti,2012 Infiniti QX56 4WD,2012,2012 Infiniti QX56,133,170,237,Four-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,7 Speed Automatic Select Shift,TRUE,7,14,Gasoline,20,Automatic transmission,400,413
Dodge,2012 Dodge Durango SXT,2012,2012 Dodge Durango,8,210,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,12,E85,17,Automatic transmission,290,260
Dodge,2012 Dodge Durango SXT AWD,2012,2012 Dodge Durango,8,210,133,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,12,E85,17,Automatic transmission,290,260
Dodge,2012 Dodge Durango Crew,2012,2012 Dodge Durango,8,210,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,16,Gasoline,23,Automatic transmission,290,260
Dodge,2012 Dodge Durango Crew V8,2012,2012 Dodge Durango,8,210,133,Rear-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,TRUE,6,14,Gasoline,20,Automatic transmission,360,390
Dodge,2012 Dodge Durango Crew AWD,2012,2012 Dodge Durango,8,210,133,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,16,Gasoline,23,Automatic transmission,290,260
Dodge,2012 Dodge Durango Crew V8 AWD,2012,2012 Dodge Durango,8,210,133,All-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,TRUE,6,13,Gasoline,20,Automatic transmission,360,390
Dodge,2012 Dodge Durango R/T,2012,2012 Dodge Durango,8,210,133,Rear-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,TRUE,6,14,Gasoline,20,Automatic transmission,360,390
Dodge,2012 Dodge Durango R/T AWD,2012,2012 Dodge Durango,8,210,133,All-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,TRUE,6,13,Gasoline,20,Automatic transmission,360,390
Dodge,2012 Dodge Durango Citadel,2012,2012 Dodge Durango,8,210,133,Rear-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,12,E85,17,Automatic transmission,290,260
Dodge,2012 Dodge Durango Citadel V8,2012,2012 Dodge Durango,8,210,133,Rear-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,TRUE,6,14,Gasoline,20,Automatic transmission,360,390
Dodge,2012 Dodge Durango Citadel AWD,2012,2012 Dodge Durango,8,210,133,All-wheel drive,Dodge 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,16,Gasoline,23,Automatic transmission,290,260
Dodge,2012 Dodge Durango Citadel AWD V8,2012,2012 Dodge Durango,8,210,133,All-wheel drive,Dodge 5.7L 8 Cylinder 360 hp 390 ft-lbs,6 Speed Automatic,TRUE,6,13,Gasoline,20,Automatic transmission,360,390
Grand Cherokee,2012 Grand Cherokee SRT8 4x4,2012,2012 Jeep Grand Cherokee,193,251,166,Four-wheel drive,Jeep 6.4L 8 Cylinder 465 hp 465 ft-lbs,5 Speed Automatic,TRUE,5,12,Gasoline,18,Automatic transmission,465,465
Grand Cherokee,2012 Grand Cherokee Laredo 4x2,2012,2012 Jeep Grand Cherokee,193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,17,Gasoline,23,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Limited 4x2,2012,2012 Jeep Grand Cherokee,193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,17,Gasoline,23,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Laredo X 4x2,2012,2012 Jeep Grand Cherokee,193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,13,E85,17,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Limited 4x4,2012,2012 Jeep Grand Cherokee,193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,16,Gasoline,23,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Overland Summit 4x4,2012,2012 Jeep Grand Cherokee,193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,16,Gasoline,23,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Laredo 4x4,2012,2012 Jeep Grand Cherokee,193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,16,Gasoline,23,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Overland Summit 4x2,2012,2012 Jeep Grand Cherokee,193,212,151,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,17,Gasoline,23,Automatic transmission,290,260
Grand Cherokee,2012 Grand Cherokee Laredo X 4x4,2012,2012 Jeep Grand Cherokee,193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,5 Speed Automatic,TRUE,5,12,E85,17,Automatic transmission,290,260
Toyota,2012 Toyota 4Runner SR5,2012,2012 Toyota 4Runner,24,215,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,17,Gasoline,23,Automatic transmission,270,278
Toyota,2012 Toyota 4Runner SR5 4x4,2012,2012 Toyota 4Runner,24,215,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,17,Gasoline,22,Automatic transmission,270,278
Toyota,2012 Toyota 4Runner Trail,2012,2012 Toyota 4Runner,92,215,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,17,Gasoline,22,Automatic transmission,270,278
Toyota,2012 Toyota 4Runner Limited,2012,2012 Toyota 4Runner,24,215,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,17,Gasoline,23,Automatic transmission,270,278
Toyota,2012 Toyota 4Runner Limited 4x4,2012,2012 Toyota 4Runner,24,215,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,5 Speed Automatic Select Shift,TRUE,5,17,Gasoline,22,Automatic transmission,270,278
Mazda,2012 Mazda Mazda2 Sport,2012,2012 Mazda Mazda2,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,5 Speed Manual,TRUE,5,29,Gasoline,35,Manual transmission,100,98
Mazda,2012 Mazda Mazda2 Touring,2012,2012 Mazda Mazda2,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,5 Speed Manual,TRUE,5,29,Gasoline,35,Manual transmission,100,98
Mazda,2012 Mazda Mazda2 Sport AT,2012,2012 Mazda Mazda2,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,4 Speed Automatic,TRUE,4,28,Gasoline,34,Automatic transmission,100,98
Mazda,2012 Mazda Mazda2 Touring AT,2012,2012 Mazda Mazda2,195,109,158,Front-wheel drive,Mazda 1.5L 4 Cylinder 100 hp 98 ft-lbs,4 Speed Automatic,TRUE,4,28,Gasoline,34,Automatic transmission,100,98
Toyota,2012 Toyota Sequoia SR5,2012,2012 Toyota Sequoia,163,89,237,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,14,Gasoline,20,Automatic transmission,310,327
Toyota,2012 Toyota Sequoia SR5 5.7L,2012,2012 Toyota Sequoia,163,89,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,18,Automatic transmission,381,401
Toyota,2012 Toyota Sequoia SR5 4WD,2012,2012 Toyota Sequoia,163,89,237,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,18,Automatic transmission,310,327
Toyota,2012 Toyota Sequoia SR5 5.7L 4WD,2012,2012 Toyota Sequoia,163,89,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,17,Automatic transmission,381,401
Toyota,2012 Toyota Sequoia SR5 FFV,2012,2012 Toyota Sequoia,163,89,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,17,Automatic transmission,381,401
Toyota,2012 Toyota Sequoia Limited,2012,2012 Toyota Sequoia,163,89,237,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,18,Automatic transmission,381,401
Toyota,2012 Toyota Sequoia Limited 4WD,2012,2012 Toyota Sequoia,163,89,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,17,Automatic transmission,381,401
Toyota,2012 Toyota Sequoia Limited FFV,2012,2012 Toyota Sequoia,163,89,237,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,13,Gasoline,17,Automatic transmission,381,401
Mazda,2012 Mazda Mazda3 4-Door i SV,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2L 4 Cylinder 148Hp 135 ft-lbs,5 Speed Manual,TRUE,5,25,Gasoline,33,Manual transmission,148,135
Mazda,2012 Mazda Mazda3 4-Door i Sport,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2L 4 Cylinder 148Hp 135 ft-lbs,5 Speed Manual,TRUE,5,25,Gasoline,33,Manual transmission,148,135
Mazda,2012 Mazda Mazda3 4-Door i Sport AT,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2L 4 Cylinder 148Hp 135 ft-lbs,5 Speed Automatic,TRUE,5,24,Gasoline,33,Automatic transmission,148,135
Mazda,2012 Mazda Mazda3 4-Door i Touring,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 155 hp 148 lb-ft,6 Speed Manual,TRUE,6,27,Gasoline,39,Manual transmission,155,148
Mazda,2012 Mazda Mazda3 4-Door i Touring AT,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 155 hp 148 lb-ft,6 Speed Automatic,TRUE,6,28,Gasoline,40,Automatic transmission,155,148
Mazda,2012 Mazda Mazda3 4-Door i Grand Touring,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2.0L 4 Cylinder 155 hp 148 lb-ft,6 Speed Automatic,TRUE,6,28,Gasoline,40,Automatic transmission,155,148
Mazda,2012 Mazda Mazda3 4-Door s Grand Touring,2012,2012 Mazda Mazda3 4-Door,190,237,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,6 Speed Manual,TRUE,6,20,Gasoline,28,Manual transmission,167,168
Mazda,2012 Mazda Mazda3 4-Door s Grand Touring AT,2012,2012 Mazda Mazda3 4-Door,190,242,219,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,5 Speed Automatic,TRUE,5,22,Gasoline,29,Automatic transmission,167,168
Dodge,2012 Dodge Charger R/T,2012,2012 Dodge Charger,203,213,113,Rear-wheel drive,Dodge 5.7L 8 Cylinder 370 hp 395 ft-lbs,5 Speed Automatic,TRUE,5,16,Gasoline,25,Automatic transmission,370,395
Dodge,2012 Dodge Charger R/T AWD,2012,2012 Dodge Charger,203,213,113,All-wheel drive,Dodge 5.7L 8 Cylinder 370 hp 395 ft-lbs,5 Speed Automatic,TRUE,5,15,Gasoline,23,Automatic transmission,370,395
Volkswagen,2012 Volkswagen Tiguan S,2012,2012 Volkswagen Tiguan,130,80,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Manual,TRUE,6,18,Gasoline,26,Manual transmission,200,207
Volkswagen,2012 Volkswagen Tiguan S AT,2012,2012 Volkswagen Tiguan,130,80,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,27,Automatic transmission,200,207
Volkswagen,2012 Volkswagen Tiguan S 4Motion,2012,2012 Volkswagen Tiguan,130,80,16,All-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,27,Automatic transmission,200,207
Volkswagen,2012 Volkswagen Tiguan SE,2012,2012 Volkswagen Tiguan,130,80,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,27,Automatic transmission,200,207
Volkswagen,2012 Volkswagen Tiguan SE 4Motion,2012,2012 Volkswagen Tiguan,130,80,16,All-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,27,Automatic transmission,200,207
Volkswagen,2012 Volkswagen Tiguan SEL,2012,2012 Volkswagen Tiguan,130,80,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,22,Gasoline,27,Automatic transmission,200,207
Volkswagen,2012 Volkswagen Tiguan SEL 4Motion,2012,2012 Volkswagen Tiguan,130,80,16,All-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Automatic Select Shift,TRUE,6,21,Gasoline,27,Automatic transmission,200,207
Dodge,2012 Dodge Challenger SXT,2012,2012 Dodge Challenger,170,157,130,Rear-wheel drive,Dodge 3.6L 6 Cylinder 305 hp 268 ft-lbs,5 Speed Automatic,TRUE,5,18,Gasoline,27,Automatic transmission,305,268
Dodge,2012 Dodge Challenger R/T,2012,2012 Dodge Challenger,170,157,130,Rear-wheel drive,Dodge 5.7L 8 Cylinder 376 hp 410 ft-lbs,5 Speed Automatic,TRUE,5,15,Gasoline,23,Automatic transmission,376,410
Dodge,2012 Dodge Challenger R/T AT,2012,2012 Dodge Challenger,170,157,130,Rear-wheel drive,Dodge 5.7L 8 Cylinder 376 hp 410 ft-lbs,6 Speed Manual,TRUE,6,16,Gasoline,25,Manual transmission,376,410
Dodge,2012 Dodge Challenger SRT8 392,2012,2012 Dodge Challenger,170,157,130,Rear-wheel drive,Dodge 6.4L 8 Cylinder 470 hp 470 ft-lbs,5 Speed Automatic,TRUE,5,14,Gasoline,23,Automatic transmission,470,470
Dodge,2012 Dodge Challenger SRT8 392 AT,2012,2012 Dodge Challenger,170,157,130,Rear-wheel drive,Dodge 6.4L 8 Cylinder 470 hp 470 ft-lbs,6 Speed Manual,TRUE,6,14,Gasoline,23,Manual transmission,470,470
Dodge,2012 Dodge Avenger SE,2012,2012 Dodge Avenger,203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,4 Speed Automatic,TRUE,4,21,Gasoline,30,Automatic transmission,173,166
Dodge,2012 Dodge Avenger SXT,2012,2012 Dodge Avenger,203,28,57,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,20,Gasoline,31,Automatic transmission,173,166
Dodge,2012 Dodge Avenger SXT Plus,2012,2012 Dodge Avenger,203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,14,E85,21,Automatic transmission,283,260
Dodge,2012 Dodge Avenger R/T,2012,2012 Dodge Avenger,203,28,57,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,6 Speed Automatic Select Shift,TRUE,6,14,E85,21,Automatic transmission,283,260
Dodge,2012 Dodge Caliber SE,2012,2012 Dodge Caliber,254,62,211,Front-wheel drive,Dodge 2.0L 4 Cylinder 158 hp 141  ft-lbs,5 Speed Manual,TRUE,5,24,Gasoline,32,Manual transmission,158,141
Dodge,2012 Dodge Caliber SXT Plus,2012,2012 Dodge Caliber,254,62,211,Front-wheel drive,Dodge 2.0L 4 Cylinder 158 hp 141  ft-lbs,5 Speed Manual,TRUE,5,24,Gasoline,32,Manual transmission,158,141
Volkswagen,2012 Volkswagen Jetta S,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,5 Speed Manual,TRUE,5,24,Gasoline,34,Manual transmission,115,125
Volkswagen,2012 Volkswagen Jetta S AT,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,23,Gasoline,29,Automatic transmission,115,125
Volkswagen,2012 Volkswagen Jetta SE,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,TRUE,5,23,Gasoline,33,Manual transmission,170,177
Volkswagen,2012 Volkswagen Jetta SE AT,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,24,Gasoline,31,Automatic transmission,170,177
Volkswagen,2012 Volkswagen Jetta SEL,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,TRUE,5,23,Gasoline,33,Manual transmission,170,177
Volkswagen,2012 Volkswagen Jetta SEL AT,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,24,Gasoline,31,Automatic transmission,170,177
Volkswagen,2012 Volkswagen Jetta TDI,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,6 Speed Manual,TRUE,6,30,Diesel fuel,42,Manual transmission,140,236
Volkswagen,2012 Volkswagen Jetta GLI,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Manual,TRUE,6,22,Gasoline,33,Manual transmission,200,207
Volkswagen,2012 Volkswagen Jetta SEL AT,2012,2012 Volkswagen Jetta,172,19,242,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,24,Gasoline,31,Automatic transmission,170,177
Volkswagen,2012 Volkswagen Jetta SportWagen S,2012,2012 Volkswagen Jetta SportWagen,223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,TRUE,5,23,Gasoline,33,Manual transmission,170,177
Volkswagen,2012 Volkswagen Jetta SportWagen S AT,2012,2012 Volkswagen Jetta SportWagen,223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,24,Gasoline,31,Automatic transmission,170,177
Volkswagen,2012 Volkswagen Jetta SportWagen SE,2012,2012 Volkswagen Jetta SportWagen,223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic Select Shift,TRUE,6,24,Gasoline,31,Automatic transmission,170,177
Volkswagen,2012 Volkswagen Jetta SportWagen TDI,2012,2012 Volkswagen Jetta SportWagen,223,204,244,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,6 Speed Manual,TRUE,6,30,Diesel fuel,42,Manual transmission,140,236
Volkswagen,2012 Volkswagen CC Sport,2012,2012 Volkswagen CC,137,190,62,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Manual,TRUE,6,21,Gasoline,31,Manual transmission,200,207
